Step,Action,Reasoning,Observation,Reward,Done
0,Do,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
1,Move West,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
2,Do,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
3,Collect Wood,,"

Your previous output did not contain a valid action. Defaulted to action: Noop

Observation:
You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
4,Noop,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
5,Move West,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
6,Do,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
7,Move West,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
8,Collect Wood,,"

Your previous output did not contain a valid action. Defaulted to action: Noop

Observation:
You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
9,Noop,,"You see:
- grass 1 steps to your west

You face grass at your front.",0.0,False
10,Move West,,"You see:
- grass 1 steps to your west
- stone 5 steps to your north-west
- path 4 steps to your west
- iron 6 steps to your north-west

You face grass at your front.",0.0,False
11,Move West,,"You see:
- grass 1 steps to your west
- stone 4 steps to your north-west
- path 3 steps to your west
- iron 5 steps to your north-west

You face grass at your front.",0.0,False
12,Move West,,"You see:
- grass 1 steps to your west
- stone 3 steps to your north-west
- path 2 steps to your west
- iron 4 steps to your north-west

You face grass at your front.",0.0,False
13,Move West,,"You see:
- grass 1 steps to your north
- stone 2 steps to your north-west
- path 1 steps to your west
- iron 3 steps to your north-west

You face path at your front.",0.0,False
14,Move West,,"You see:
- grass 1 steps to your east
- stone 1 steps to your north
- path 1 steps to your west
- iron 2 steps to your north

You face path at your front.",0.0,False
15,Move West,,"You see:
- grass 2 steps to your west
- stone 1 steps to your north
- path 1 steps to your west
- iron 3 steps to your north-east

You face path at your front.",0.0,False
16,Move West,,"You see:
- grass 1 steps to your west
- stone 1 steps to your north
- path 1 steps to your east
- tree 6 steps to your north-west
- iron 4 steps to your north-east

You face grass at your front.",0.0,False
17,Collect Wood,,"

Your previous output did not contain a valid action. Defaulted to action: Noop

Observation:
You see:
- grass 1 steps to your west
- stone 1 steps to your north
- path 1 steps to your east
- tree 6 steps to your north-west
- iron 4 steps to your north-east

You face grass at your front.",0.0,False
18,Move West,,"You see:
- grass 1 steps to your west
- stone 2 steps to your north-east
- path 1 steps to your east
- tree 5 steps to your north-west
- iron 5 steps to your north-east

You face grass at your front.",0.0,False
19,Move West,,"You see:
- grass 1 steps to your west
- stone 3 steps to your north-east
- path 2 steps to your east
- sand 7 steps to your south-west
- tree 4 steps to your north-west
- iron 6 steps to your north-east

You face grass at your front.",0.0,False
20,Move West,,"You see:
- water 7 steps to your south-west
- grass 1 steps to your west
- stone 4 steps to your north-east
- path 3 steps to your east
- sand 6 steps to your south-west
- tree 3 steps to your north-west

You face grass at your front.",0.0,False
21,Move West,,"You see:
- water 6 steps to your south-west
- grass 1 steps to your west
- stone 5 steps to your north-east
- path 4 steps to your east
- sand 5 steps to your south-west
- tree 2 steps to your north

You face grass at your front.",0.0,False
22,Move West,,"You see:
- water 5 steps to your south-west
- grass 1 steps to your west
- path 6 steps to your north-east
- sand 4 steps to your south-west
- tree 3 steps to your north

You face grass at your front.",0.0,False
23,Move West,,"You see:
- water 4 steps to your south-west
- grass 1 steps to your west
- sand 3 steps to your south
- tree 3 steps to your north-west

You face grass at your front.",0.0,False
24,Collect Wood,,"

Your previous output did not contain a valid action. Defaulted to action: Noop

Observation:
You see:
- water 4 steps to your south-west
- grass 1 steps to your west
- sand 3 steps to your south
- tree 3 steps to your north-west

You face grass at your front.",0.0,False
25,Move West,,"You see:
- water 3 steps to your south
- grass 1 steps to your west
- sand 3 steps to your west
- tree 2 steps to your north

You face grass at your front.",0.0,False
26,Move West,,"You see:
- water 3 steps to your south-west
- grass 1 steps to your west
- sand 2 steps to your west
- tree 3 steps to your north-west
- cow 6 steps to your north-west

You face grass at your front.",0.0,False
