Step,Action,Reasoning,Observation,Reward,Done
0,go forward,,"a wall 1 step forward
a wall 1 step right
a yellow key 3 steps left",0,False
1,turn left,,"a wall 1 step right
a yellow key 3 steps forward",0,False
2,go forward,,"a wall 1 step right
a yellow key 2 steps forward",0,False
3,go forward,,"a wall 1 step right
a yellow key 1 step forward",0,False
4,go forward,,"a wall 1 step right
a yellow key 1 step forward",0,False
5,go forward,,"a wall 1 step right
a yellow key 1 step forward",0,False
6,pick up,,"You carry a yellow key
a wall 4 steps forward
a wall 1 step right",0,False
7,turn left,,"You carry a yellow key
a wall 6 steps forward
a wall 3 steps left
a purple ball 1 step left and 5 steps forward",0,False
8,turn left,,"You carry a yellow key
a wall 3 steps forward
a wall 1 step left",0,False
9,go forward,,"You carry a yellow key
a wall 2 steps forward
a wall 1 step left",0,False
10,turn right,,"You carry a yellow key
a wall 2 steps left
a purple ball 5 steps forward",0,False
11,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 4 steps forward",0,False
12,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 3 steps forward",0,False
13,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 2 steps forward",0,False
14,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
15,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
16,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
17,drop,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
18,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
19,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
20,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
21,drop,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
22,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
23,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
24,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
25,drop,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
26,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
27,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
28,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
29,drop,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
30,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
31,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
32,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
33,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
34,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
35,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
36,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
37,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
38,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
39,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
40,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
41,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
42,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
43,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
44,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
45,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
46,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
47,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
48,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
49,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
50,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
51,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
52,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
53,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
54,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
55,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
56,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
57,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
58,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
59,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
60,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
61,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
62,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
63,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
64,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
65,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
66,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
67,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
68,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
69,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
70,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
71,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
72,toggle,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
73,go forward,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
74,pick up,,"You carry a yellow key
a wall 2 steps left
a purple ball 1 step forward",0,False
