Step,Action,Reasoning,Observation,Reward,Done
0,north,,"message:


language observation:
bars far southsoutheast, south, and southsouthwest
dark area far south, southwest, and west
bars near eastnortheast, eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastnortheast, eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
dark area near east and southeast
fountain near westsouthwest
boulder near westsouthwest
dark area very near north, northeast, and northwest
bars very near eastnortheast, southsoutheast, south, and westnorthwest
boulder very near eastsoutheast and southsouthwest
fountain very near westsouthwest
bars adjacent north, northeast, and northwest
fountain adjacent east
stairs up adjacent south
boulder adjacent southwest

cursor:
Yourself a rogue
(x=39, y=9)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....@{..#                                    
                                  #{`{`<.`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
1,north,,"message:
You cannot pass through the bars.

language observation:
bars far southsoutheast, south, and southsouthwest
dark area far south, southwest, and west
bars near eastnortheast, eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastnortheast, eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
dark area near east and southeast
fountain near westsouthwest
boulder near westsouthwest
dark area very near north, northeast, and northwest
bars very near eastnortheast, southsoutheast, south, and westnorthwest
boulder very near eastsoutheast and southsouthwest
fountain very near westsouthwest
bars adjacent north, northeast, and northwest
fountain adjacent east
stairs up adjacent south
boulder adjacent southwest

cursor:
Yourself a rogue
(x=39, y=9)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....@{..#                                    
                                  #{`{`<.`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
2,east,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, and westsouthwest
bars far southsoutheast, south, southsouthwest, and westsouthwest
dark area far south, southwest, and west
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
dark area near east and southeast
fountains near westsouthwest
boulder near westsouthwest
dark area very near north, northeast, and northwest
bars very near eastnortheast, south, southsouthwest, and westnorthwest
boulder very near southwest and westsouthwest
bars adjacent north, northeast, and northwest
boulder adjacent southeast
stairs up adjacent southwest
fountain adjacent west

cursor:
Yourself a rogue
(x=40, y=9)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{@..#                                    
                                  #{`{`<.`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
3,south,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
dark area far south, southwest, and west
dark area near north, northeast, east, southeast, and northwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
fountains near west
boulder near west
bars very near north, northnortheast, northeast, southsoutheast, south, southsouthwest, northwest, and northnorthwest
boulder very near westsouthwest and west
fountain adjacent north and northwest
boulder adjacent east
bars adjacent south and southwest
stairs up adjacent west

cursor:
Yourself a rogue
(x=40, y=10)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{{..#                                    
                                  #{`{`<@`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
4,north,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, and westsouthwest
bars far southsoutheast, south, southsouthwest, and westsouthwest
dark area far south, southwest, and west
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
dark area near east and southeast
fountains near westsouthwest
boulder near westsouthwest
dark area very near north, northeast, and northwest
bars very near eastnortheast, south, southsouthwest, and westnorthwest
boulder very near southwest and westsouthwest
bars adjacent north, northeast, and northwest
boulder adjacent southeast
stairs up adjacent southwest
fountain adjacent west

cursor:
Yourself a rogue
(x=40, y=9)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{@..#                                    
                                  #{`{`<.`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
5,south,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
dark area far south, southwest, and west
dark area near north, northeast, east, southeast, and northwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
fountains near west
boulder near west
bars very near north, northnortheast, northeast, southsoutheast, south, southsouthwest, northwest, and northnorthwest
boulder very near westsouthwest and west
fountain adjacent north and northwest
boulder adjacent east
bars adjacent south and southwest
stairs up adjacent west

cursor:
Yourself a rogue
(x=40, y=10)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{{..#                                    
                                  #{`{`<@`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
6,north,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, and westsouthwest
bars far southsoutheast, south, southsouthwest, and westsouthwest
dark area far south, southwest, and west
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
dark area near east and southeast
fountains near westsouthwest
boulder near westsouthwest
dark area very near north, northeast, and northwest
bars very near eastnortheast, south, southsouthwest, and westnorthwest
boulder very near southwest and westsouthwest
bars adjacent north, northeast, and northwest
boulder adjacent southeast
stairs up adjacent southwest
fountain adjacent west

cursor:
Yourself a rogue
(x=40, y=9)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{@..#                                    
                                  #{`{`<.`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
7,south,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
dark area far south, southwest, and west
dark area near north, northeast, east, southeast, and northwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
fountains near west
boulder near west
bars very near north, northnortheast, northeast, southsoutheast, south, southsouthwest, northwest, and northnorthwest
boulder very near westsouthwest and west
fountain adjacent north and northwest
boulder adjacent east
bars adjacent south and southwest
stairs up adjacent west

cursor:
Yourself a rogue
(x=40, y=10)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{{..#                                    
                                  #{`{`<@`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
8,north,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, and westsouthwest
bars far southsoutheast, south, southsouthwest, and westsouthwest
dark area far south, southwest, and west
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastsoutheast, southsoutheast, south, southsouthwest, southwest, westsouthwest, and westnorthwest
dark area near east and southeast
fountains near westsouthwest
boulder near westsouthwest
dark area very near north, northeast, and northwest
bars very near eastnortheast, south, southsouthwest, and westnorthwest
boulder very near southwest and westsouthwest
bars adjacent north, northeast, and northwest
boulder adjacent southeast
stairs up adjacent southwest
fountain adjacent west

cursor:
Yourself a rogue
(x=40, y=9)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{@..#                                    
                                  #{`{`<.`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
9,south,,"message:


language observation:
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
bars far southsoutheast, south, southsouthwest, westsouthwest, and westnorthwest
dark area far south, southwest, and west
dark area near north, northeast, east, southeast, and northwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
bars near eastnortheast, eastsoutheast, southsoutheast, southsouthwest, southwest, westsouthwest, and westnorthwest
fountains near west
boulder near west
bars very near north, northnortheast, northeast, southsoutheast, south, southsouthwest, northwest, and northnorthwest
boulder very near westsouthwest and west
fountain adjacent north and northwest
boulder adjacent east
bars adjacent south and southwest
stairs up adjacent west

cursor:
Yourself a rogue
(x=40, y=10)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                  ##########                                    
                                  #....{{..#                                    
                                  #{`{`<@`.#                                    
                                  ###.`##..#                                    
                                  ###..###.#                                    
                                  ########.#                                    
                                  ####.....#                                    
                                  #####....#                                    
                                  ########.#                                    
                                  ##########                                    
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Footpad              St:14 Dx:18 Co:14 In:10 Wi:11 Ch:8 Chaotic S:0   
Dlvl:1 $:0 HP:11(11) Pw:2(2) AC:7 Xp:1/0                                        

",-0.001,False
