Step,Action,Reasoning,Observation,Reward,Done
0,go forward,,"a wall 4 steps forward
a wall 1 step left
a blue box 1 step right and 2 steps forward",0,False
1,go forward,,"a wall 3 steps forward
a wall 1 step left
a blue box 1 step right and 1 step forward",0,False
2,go forward,,"a wall 2 steps forward
a wall 1 step left
a blue box 1 step right",0,False
3,go forward,,"a wall 1 step forward
a wall 1 step left",0,False
4,turn right,,"a wall 6 steps forward
a wall 1 step left
a blue box 1 step right and 1 step forward",0,False
5,turn right,,"a wall 6 steps forward
a wall 1 step right
a blue box 1 step left and 1 step forward",0,False
6,go forward,,"a wall 5 steps forward
a wall 1 step right
a blue box 1 step left",0,False
7,turn left,,"a wall 2 steps left
a blue box 1 step forward",0,False
8,go forward,,"a wall 2 steps left
a blue box 1 step forward",0,False
9,pick up,,"You carry a blue box
a wall 6 steps forward
a wall 2 steps left",0,False
10,turn right,,"You carry a blue box
a wall 5 steps forward
a wall 1 step right",0,False
11,turn left,,"You carry a blue box
a wall 6 steps forward
a wall 2 steps left",0,False
12,go forward,,"You carry a blue box
a wall 5 steps forward
a wall 2 steps left",0,False
13,go forward,,"You carry a blue box
a wall 4 steps forward
a wall 2 steps left",0,False
14,go forward,,"You carry a blue box
a wall 3 steps forward
a wall 2 steps left",0,False
15,go forward,,"You carry a blue box
a wall 2 steps forward
a wall 2 steps left",0,False
16,go forward,,"You carry a blue box
a wall 1 step forward
a wall 2 steps left",0,False
17,drop,,"You carry a blue box
a wall 1 step forward
a wall 2 steps left",0,False
18,turn right,,"You carry a blue box
a wall 1 step left
a red ball 4 steps forward",0,False
19,go forward,,"You carry a blue box
a wall 1 step left
a red ball 3 steps forward",0,False
20,go forward,,"You carry a blue box
a wall 1 step left
a red ball 2 steps forward",0,False
21,go forward,,"You carry a blue box
a wall 1 step left
a red ball 1 step forward",0,False
22,go forward,,"You carry a blue box
a wall 1 step left
a red ball 1 step forward",0,False
23,pick up,,"You carry a blue box
a wall 1 step left
a red ball 1 step forward",0,False
24,toggle,,"You carry a blue box
a wall 1 step left
a red ball 1 step forward",0,False
25,go forward,,"You carry a blue box
a wall 1 step left
a red ball 1 step forward",0,False
