Step,Action,Reasoning,Observation,Reward,Done
0,north,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
horizontal wall very near southeast and south
dark area very near southwest and northwest
stairs up adjacent south
vertical closed door adjacent southwest and northwest
vertical wall adjacent west

cursor:
Yourself a samurai
(x=66, y=7)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |@.....|       
                                                                 +<.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
1,south,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
dark area very near west
vertical closed door very near northnorthwest
horizontal wall adjacent southeast and south
southwest corner adjacent southwest
vertical closed door adjacent west
vertical wall adjacent northwest

cursor:
Yourself a samurai
(x=66, y=8)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |......|       
                                                                 +@.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
2,north,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
horizontal wall very near southeast and south
dark area very near southwest and northwest
stairs up adjacent south
vertical closed door adjacent southwest and northwest
vertical wall adjacent west

cursor:
Yourself a samurai
(x=66, y=7)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |@.....|       
                                                                 +<.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",-0.01,False
3,south,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
dark area very near west
vertical closed door very near northnorthwest
horizontal wall adjacent southeast and south
southwest corner adjacent southwest
vertical closed door adjacent west
vertical wall adjacent northwest

cursor:
Yourself a samurai
(x=66, y=8)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |......|       
                                                                 +@.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
4,north,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
horizontal wall very near southeast and south
dark area very near southwest and northwest
stairs up adjacent south
vertical closed door adjacent southwest and northwest
vertical wall adjacent west

cursor:
Yourself a samurai
(x=66, y=7)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |@.....|       
                                                                 +<.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
5,south,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
dark area very near west
vertical closed door very near northnorthwest
horizontal wall adjacent southeast and south
southwest corner adjacent southwest
vertical closed door adjacent west
vertical wall adjacent northwest

cursor:
Yourself a samurai
(x=66, y=8)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |......|       
                                                                 +@.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",-0.01,False
6,north,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
horizontal wall very near southeast and south
dark area very near southwest and northwest
stairs up adjacent south
vertical closed door adjacent southwest and northwest
vertical wall adjacent west

cursor:
Yourself a samurai
(x=66, y=7)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |@.....|       
                                                                 +<.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
7,south,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
dark area very near west
vertical closed door very near northnorthwest
horizontal wall adjacent southeast and south
southwest corner adjacent southwest
vertical closed door adjacent west
vertical wall adjacent northwest

cursor:
Yourself a samurai
(x=66, y=8)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |......|       
                                                                 +@.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
8,north,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
horizontal wall very near southeast and south
dark area very near southwest and northwest
stairs up adjacent south
vertical closed door adjacent southwest and northwest
vertical wall adjacent west

cursor:
Yourself a samurai
(x=66, y=7)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |@.....|       
                                                                 +<.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
9,south,,"message:


language observation:
vertical wall far east
horizontal wall near north and northeast
dark area very near west
vertical closed door very near northnorthwest
horizontal wall adjacent southeast and south
southwest corner adjacent southwest
vertical closed door adjacent west
vertical wall adjacent northwest

cursor:
Yourself a samurai
(x=66, y=8)

map:
                                                                                
                                                                                
                                                                                
                                                                 --------       
                                                                 |......|       
                                                                 +......|       
                                                                 |......|       
                                                                 +@.....|       
                                                                 --------       
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Hatamoto             St:15 Dx:18 Co:18 In:10 Wi:10 Ch:7 Lawful S:0    
Dlvl:1 $:0 HP:15(15) Pw:2(2) AC:4 Xp:1/0                                        

",0.0,False
