Step,Action,Reasoning,Observation,Reward,Done
0,southwest,,"message:


language observation:
boulder far westsouthwest
dark area near north, northeast, east, southeast, south, southwest, and northwest
water floor near east and southeast
boulders near westsouthwest
boulder very near southwest
stairs up adjacent northeast

cursor:
Yourself a healer
(x=40, y=10)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..............@...}                                   
                          .......  `........}                                   
                            `     ...``.....}                                   
                                ...   ......}                                   
                             ....    .......}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
1,southwest,,"message:


language observation:
dark area far east
boulder far westsouthwest
dark area near north, northeast, southeast, south, west, and northwest
water floor near east
boulder near west
stairs up very near northeast
dark area very near southwest
boulder very near westsouthwest
boulder adjacent southwest

cursor:
Yourself a healer
(x=39, y=11)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .......  `...@....}                                   
                            `     ...``.....}                                   
                                ...   ......}                                   
                             ....    .......}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
2,southwest,,"message:
With great effort you move the boulder.

language observation:
water floor far east
dark area far east
boulder far west
dark area near north, northeast, southeast, south, west, and northwest
stairs up near northeast
boulder near westnorthwest
dark area very near southwest
boulder adjacent southwest and west

cursor:
Yourself a healer
(x=38, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .......  `........}                                   
                            `     ...`@.....}                                   
                                ...  `......}                                   
                             ....    .......}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
3,west,,"message:


language observation:
water floor far east
dark area far east
boulder far west
dark area near north, northeast, southeast, south, southwest, west, and northwest
stairs up near eastnortheast
boulder very near westnorthwest
boulder adjacent south and west

cursor:
Yourself a healer
(x=37, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .......  `........}                                   
                            `     ..`@......}                                   
                                .....`......}                                   
                             ...............}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
4,west,,"message:


language observation:
water floor far east
dark area far east
boulder far west
dark area near north, northeast, southeast, south, southwest, west, and northwest
stairs up near eastnortheast
boulder adjacent southeast, west, and northwest

cursor:
Yourself a healer
(x=36, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .......  `........}                                   
                            `     .`@.......}                                   
                                .....`......}                                   
                             ...............}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
5,west,,"message:


language observation:
stairs up far eastnortheast
water floor far east
boulder far west
dark area near north, northeast, southeast, south, southwest, and northwest
boulder very near eastsoutheast
dark area very near west
boulder adjacent north and west

cursor:
Yourself a healer
(x=35, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            `     `@........}                                   
                                .....`......}                                   
                             ...............}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
6,west,,"message:


language observation:
stairs up far eastnortheast
boulder far west
dark area near north, northeast, southeast, south, southwest, and northwest
boulder near eastsoutheast
dark area very near west
boulder adjacent northeast and west

cursor:
Yourself a healer
(x=34, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            `    `@.........}                                   
                                .....`......}                                   
                             ...............}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
7,west,,"message:


language observation:
stairs up far eastnortheast
dark area near north, northeast, southeast, south, southwest, and northwest
boulder near eastsoutheast and west
boulder very near eastnortheast
dark area very near west
boulder adjacent west

cursor:
Yourself a healer
(x=33, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            `   `@..........}                                   
                               ......`......}                                   
                             ...............}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
8,west,,"message:


language observation:
stairs up far eastnortheast
dark area near north, northeast, southeast, south, southwest, and northwest
boulder near eastnortheast, eastsoutheast, and west
dark area very near west
boulder adjacent west

cursor:
Yourself a healer
(x=32, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            `  `@...........}                                   
                              .......`......}                                   
                            ................}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
9,west,,"message:


language observation:
stairs up far eastnortheast
boulder far eastsoutheast
dark area near north, northeast, southeast, south, southwest, and northwest
boulder near eastnortheast and west
dark area very near west
boulder adjacent west

cursor:
Yourself a healer
(x=31, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            ` `@............}                                   
                             ........`......}                                   
                           .................}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
10,west,,"message:


language observation:
stairs up far eastnortheast
boulder far eastsoutheast
dark area near north, northeast, southeast, south, southwest, west, and northwest
boulder near eastnortheast
boulder very near west
boulder adjacent west

cursor:
Yourself a healer
(x=30, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            ``@.............}                                   
                            .........`......}                                   
                          ..................}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
11,west,,"message:
You try to move the boulder, but in vain.

language observation:
stairs up far eastnortheast
boulder far eastsoutheast
dark area near north, northeast, southeast, south, southwest, west, and northwest
boulder near eastnortheast
boulder very near west
boulder adjacent west

cursor:
Yourself a healer
(x=30, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            ``@.............}                                   
                            .........`......}                                   
                          ..................}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",-0.01,False
12,east,,"message:


language observation:
stairs up far eastnortheast
boulder far eastsoutheast
dark area near north, northeast, southeast, south, southwest, west, and northwest
boulder near eastnortheast and west
boulder very near west

cursor:
Yourself a healer
(x=31, y=12)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                          ..................}                                   
                          ...............<..}                                   
                          ..................}                                   
                          .........`........}                                   
                            ``.@............}                                   
                           ..........`......}                                   
                          ..................}                                   
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
Agent the Rhizotomist          St:7 Dx:7 Co:15 In:11 Wi:18 Ch:17 Neutral S:0    
Dlvl:1 $:1648 HP:12(12) Pw:7(7) AC:8 Xp:1/0                                     

",0.0,False
