Step,Action,Reasoning,Observation,Reward,Done
0,turn right,,"a wall 5 steps forward
a wall 2 steps right
a green key 1 step right and 3 steps forward",0,False
1,go forward,,"a wall 4 steps forward
a wall 2 steps right
a green key 1 step right and 2 steps forward",0,False
2,turn right,,"a wall 2 steps forward
a wall 3 steps right
a green key 2 steps left and 1 step forward",0,False
3,turn left,,"a wall 4 steps forward
a wall 2 steps right
a green key 1 step right and 2 steps forward",0,False
4,go forward,,"a wall 3 steps forward
a wall 2 steps right
a green key 1 step right and 1 step forward",0,False
5,go forward,,"a wall 2 steps forward
a green key 1 step right",0,False
6,turn right,,"a wall 2 steps left
a green key 1 step forward",0,False
7,go forward,,"a wall 2 steps left
a green key 1 step forward",0,False
8,pick up,,"You carry a green key
a wall 2 steps forward
a wall 2 steps left",0,False
9,turn right,,"You carry a green key
a wall 5 steps forward
a wall 2 steps left",0,False
10,turn right,,"You carry a green key
a wall 5 steps forward
a wall 2 steps right
a locked green door 2 steps left and 5 steps forward",0,False
11,go forward,,"You carry a green key
a wall 4 steps forward
a wall 2 steps right
a locked green door 2 steps left and 4 steps forward",0,False
12,turn left,,"You carry a green key
a wall 5 steps forward
a wall 3 steps left",0,False
13,turn right,,"You carry a green key
a wall 4 steps forward
a wall 2 steps right
a locked green door 2 steps left and 4 steps forward",0,False
14,go forward,,"You carry a green key
a wall 3 steps forward
a wall 2 steps right
a locked green door 2 steps left and 3 steps forward",0,False
15,turn left,,"You carry a green key
a wall 5 steps forward
a wall 3 steps right
a locked green door 3 steps right and 2 steps forward",0,False
16,go forward,,"You carry a green key
a wall 4 steps forward
a wall 3 steps right
a locked green door 3 steps right and 1 step forward",0,False
17,go forward,,"You carry a green key
a wall 3 steps forward
a locked green door 3 steps right",0,False
18,turn right,,"You carry a green key
a wall 3 steps left
a locked green door 3 steps forward",0,False
19,go forward,,"You carry a green key
a wall 3 steps left
a locked green door 2 steps forward",0,False
20,go forward,,"You carry a green key
a wall 3 steps left
a locked green door 1 step forward",0,False
21,go forward,,"You carry a green key
a wall 3 steps left
a locked green door 1 step forward",0,False
22,toggle,,"You carry a green key
a wall 3 steps left
a open green door 1 step forward",0.83828125,True
