Step,Action,Reasoning,Observation,Reward,Done
0,go east,,"-= Kitchenette =-
You've come into an usual room. Your mind races to think of what kind of room would be usual. And then it hits you. Of course. You're in the kitchenette.



You don't like doors? Why not try going north, that entranceway is unblocked. There is an unguarded exit to the west.",0,False
1,go north,,"-= Cookhouse =-
Of every cookhouse you could have shown up in, you had to walk into a normal one.



There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",0,False
2,go west,,"-= Laundromat =-
You find yourself in a laundromat. An usual one.

What's that over there? It looks like it's a drawer. Hmm. You always thought you'd be more excited to see a drawer in a room. What a letdown! The drawer is empty! You lean against the wall, inadvertently pressing a secret button. The wall opens up to reveal a shelf. But there isn't a thing on it.

There is an unblocked exit to the east. You don't like doors? Why not try going south, that entranceway is unguarded.

There is a key on the floor.",0,False
3,take key,,You pick up the key from the ground.,0,False
4,go east,,"-= Cookhouse =-
Of every cookhouse you could have shown up in, you had to walk into a normal one.



There is an exit to the south. Don't worry, it is unguarded. You don't like doors? Why not try going west, that entranceway is unguarded.",0,False
5,go south,,"-= Kitchenette =-
You've come into an usual room. Your mind races to think of what kind of room would be usual. And then it hits you. Of course. You're in the kitchenette.



You don't like doors? Why not try going north, that entranceway is unblocked. There is an unguarded exit to the west.",0,False
6,go west,,"-= Basement =-
You've entered a basement.



There is a closed passageway leading south. There is an unblocked exit to the east. You don't like doors? Why not try going north, that entranceway is unguarded.",0,False
7,go south,,You have to open the passageway first.,0,False
8,open passageway,,You have to unlock the passageway with the key first.,0,False
9,unlock passageway with key,,You unlock passageway.,0,False
10,open passageway,,You open passageway.,0,False
11,go south,,"-= Vault =-
A well framed placard tells you that you are now in the vault. Let's see what's in here.



There is an open passageway leading north. There is an open hatch leading east. There is an open portal leading south.",0,False
12,go east,,"-= Lounge =-
You arrive in a lounge. An ordinary one.



There is an open door leading south. There is an open hatch leading west. You don't like doors? Why not try going east, that entranceway is unblocked.

There is a Henderson's limited edition key on the floor.",0,False
13,take key,,"(the key)
You already have that.",0,False
14,go south,,"-= Office =-
You find yourself in an office. A standard kind of place. You begin to take stock of what's here.



There is a closed Henderson's limited edition passageway leading west. There is an open door leading north. There is an exit to the east. Don't worry, it is unblocked.",0,False
15,open passageway,,You have to unlock the Henderson's limited edition passageway with the Henderson's limited edition key first.,0,False
16,unlock passageway with Hendersons limited edition key,,I only understood you as far as wanting to unlock Henderson's limited edition passageway with Henderson's limited edition passageway.,0,False
17,unlock passageway with key,,That doesn't seem to fit the lock.,0,False
18,go north,,"-= Lounge =-
You arrive in a lounge. An ordinary one.



There is an open door leading south. There is an open hatch leading west. You don't like doors? Why not try going east, that entranceway is unblocked.

There is a Henderson's limited edition key on the floor.",0,False
19,take key,,"(the key)
You already have that.",0,False
20,go east,,"-= Canteen =-
Look around you. Take it all in. It's not every day someone gets to be in a canteen.

You can see a plate. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the west.",0,False
21,go west,,"-= Lounge =-
You arrive in a lounge. An ordinary one.



There is an open door leading south. There is an open hatch leading west. You don't like doors? Why not try going east, that entranceway is unblocked.

There is a Henderson's limited edition key on the floor.",0,False
22,go west,,"-= Vault =-
A well framed placard tells you that you are now in the vault. Let's see what's in here.



There is an open passageway leading north. There is an open hatch leading east. There is an open portal leading south.",0,False
23,go east,,"-= Lounge =-
You arrive in a lounge. An ordinary one.



There is an open door leading south. There is an open hatch leading west. You don't like doors? Why not try going east, that entranceway is unblocked.

There is a Henderson's limited edition key on the floor.",0,False
24,take key,,"(the key)
You already have that.",0,False
25,go south,,"-= Office =-
You find yourself in an office. A standard kind of place. You begin to take stock of what's here.



There is a closed Henderson's limited edition passageway leading west. There is an open door leading north. There is an exit to the east. Don't worry, it is unblocked.",0,False
26,unlock passageway with Hendersons limited edition key,,I only understood you as far as wanting to unlock Henderson's limited edition passageway with Henderson's limited edition passageway.,0,False
27,open passageway,,You have to unlock the Henderson's limited edition passageway with the Henderson's limited edition key first.,0,False
28,go north,,"-= Lounge =-
You arrive in a lounge. An ordinary one.



There is an open door leading south. There is an open hatch leading west. You don't like doors? Why not try going east, that entranceway is unblocked.

There is a Henderson's limited edition key on the floor.",0,False
29,take key,,"(the key)
You already have that.",0,False
30,open passageway,,You can't see any such thing.,0,False
31,go north,,You can't go that way.,0,False
32,go east,,"-= Canteen =-
Look around you. Take it all in. It's not every day someone gets to be in a canteen.

You can see a plate. But there isn't a thing on it. Oh! Why couldn't there just be stuff on it?

There is an unblocked exit to the west.",0,False
33,go west,,"-= Lounge =-
You arrive in a lounge. An ordinary one.



There is an open door leading south. There is an open hatch leading west. You don't like doors? Why not try going east, that entranceway is unblocked.

There is a Henderson's limited edition key on the floor.",0,False
34,go south,,"-= Office =-
You find yourself in an office. A standard kind of place. You begin to take stock of what's here.



There is a closed Henderson's limited edition passageway leading west. There is an open door leading north. There is an exit to the east. Don't worry, it is unblocked.",0,False
35,unlock passageway with Hendersons limited edition key,,I only understood you as far as wanting to unlock Henderson's limited edition passageway with Henderson's limited edition passageway.,0,False
36,open passageway,,You have to unlock the Henderson's limited edition passageway with the Henderson's limited edition key first.,0,False
37,unlock passageway with Hendersons limited edition key,,I only understood you as far as wanting to unlock Henderson's limited edition passageway with Henderson's limited edition passageway.,0,False
38,take Hendersons limited edition key from inventory,,I only understood you as far as wanting to take Henderson's limited edition passageway.,0,False
39,unlock passageway with Hendersons limited edition key,,I only understood you as far as wanting to unlock Henderson's limited edition passageway with Henderson's limited edition passageway.,0,False
40,unlock passageway with key,,That doesn't seem to fit the lock.,0,False
41,go west,,You have to open the Henderson's limited edition passageway first.,0,False
42,open passageway,,You have to unlock the Henderson's limited edition passageway with the Henderson's limited edition key first.,0,False
