Step,Action,Reasoning,Observation,Reward,Done
0,open,,"message:
In what direction?

language observation:
vertical closed door far east and west
dark area far east and west
horizontal wall near north and northeast
horizontal closed door near northwest
dark area near northwest
horizontal wall adjacent southeast, south, and southwest
tame little dog adjacent northwest

cursor:

(x=19, y=0)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.............|                                                 
                |....d........|                                                 
                +.....@.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:1                                    

",0.0,False
1,open,,"message:
What a strange direction!  Never mind.

language observation:
vertical closed door far east and west
dark area far east and west
horizontal wall near north and northeast
horizontal closed door near northwest
dark area near northwest
horizontal wall adjacent southeast, south, and southwest
tame little dog adjacent northwest

cursor:
Yourself a caveman
(x=22, y=19)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.............|                                                 
                |....d........|                                                 
                +.....@.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:1                                    

",0.0,False
2,search,,"message:


language observation:
vertical closed door far east and west
dark area far east and west
horizontal wall near north and northeast
horizontal closed door near northwest
dark area near northwest
horizontal wall adjacent southeast, south, and southwest
tame little dog adjacent northwest

cursor:
Yourself a caveman
(x=22, y=19)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.............|                                                 
                |....d........|                                                 
                +.....@.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:2                                    

",0.0,False
3,north,,"message:


language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent south

cursor:
Yourself a caveman
(x=22, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.............|                                                 
                |.....@.......|                                                 
                +.....d.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:3                                    

",0.0,False
4,south,,"message:
You swap places with Slasher.

language observation:
vertical closed door far east and west
dark area far east and west
horizontal wall near north and northeast
horizontal closed door near northwest
dark area near northwest
tame little dog very near northnorthwest
horizontal wall adjacent southeast, south, and southwest

cursor:
Yourself a caveman
(x=22, y=19)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |....d........|                                                 
                |.............|                                                 
                +.....@.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:4                                    

",0.0,False
5,north,,"message:


language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent north
stairs up adjacent south

cursor:
Yourself a caveman
(x=22, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.....d.......|                                                 
                |.....@.......|                                                 
                +.....<.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:5                                    

",0.0,False
6,down,,"message:
You can't go down here.

language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent north
stairs up adjacent south

cursor:
Yourself a caveman
(x=22, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.....d.......|                                                 
                |.....@.......|                                                 
                +.....<.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:5                                    

",0.0,False
7,open,,"message:
In what direction?

language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent north
stairs up adjacent south

cursor:

(x=19, y=0)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.....d.......|                                                 
                |.....@.......|                                                 
                +.....<.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:5                                    

",0.0,False
8,open westnorthwest,,"

Your previous output did not contain a valid action. Defaulted to action: esc

Observation:
message:
Never mind.

language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent north
stairs up adjacent south

cursor:
Yourself a caveman
(x=22, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.....d.......|                                                 
                |.....@.......|                                                 
                +.....<.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:5                                    

",0.0,False
9,open westnorthwest,,"

Your previous output did not contain a valid action. Defaulted to action: esc

Observation:
message:


language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent north
stairs up adjacent south

cursor:
Yourself a caveman
(x=22, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.....d.......|                                                 
                |.....@.......|                                                 
                +.....<.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:5                                    

",0.0,False
10,open westnorthwest,,"

Your previous output did not contain a valid action. Defaulted to action: esc

Observation:
message:


language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent north
stairs up adjacent south

cursor:
Yourself a caveman
(x=22, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.....d.......|                                                 
                |.....@.......|                                                 
                +.....<.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:5                                    

",0.0,False
11,open northwest,,"

Your previous output did not contain a valid action. Defaulted to action: esc

Observation:
message:


language observation:
vertical wall far east and west
vertical closed door far eastsoutheast and westsouthwest
horizontal wall near north, northeast, and northwest
horizontal closed door near westnorthwest
horizontal wall very near southeast, south, and southwest
tame little dog adjacent north
stairs up adjacent south

cursor:
Yourself a caveman
(x=22, y=18)

map:
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                                                                                
                --+----------.-                                                 
                |.............|                                                 
                |.....d.......|                                                 
                |.....@.......|                                                 
                +.....<.......+                                                 
                ---------------                                                 
                                                                                
Agent the Troglodyte           St:18/02 Dx:14 Co:17 In:5 Wi:10 Ch:7 Lawful S:0  
Dlvl:1 $:0 HP:16(16) Pw:2(2) AC:8 Xp:1/0 T:5                                    

",0.0,False
